,time,frequency,ant1,ant2,gain_pol1_ant1,gain_pol1_ant2,gain_pol2_ant1,gain_pol2_ant2
0,2.2933332920074463,107.80662536621094,KC,KT,(2.0394375324249268+0.012867319397628307j),(1.282079815864563+0.04141056910157204j),,
1,2.2933332920074463,107.80662536621094,KC,KU,(2.0394375324249268+0.012867319397628307j),(1.1227011680603027-0.011141903698444366j),,
2,2.2933332920074463,107.80662536621094,KC,KY,(2.0394375324249268+0.012867319397628307j),(0.7732151746749878-0.004936698358505964j),,
3,2.2933332920074463,107.80662536621094,KT,KU,(1.282079815864563+0.04141056910157204j),(1.1227011680603027-0.011141903698444366j),,
4,2.2933332920074463,107.80662536621094,KT,KY,(1.282079815864563+0.04141056910157204j),(0.7732151746749878-0.004936698358505964j),,
5,2.2933332920074463,107.80662536621094,KU,KY,(1.1227011680603027-0.011141903698444366j),(0.7732151746749878-0.004936698358505964j),,
6,2.2961111068725586,107.80662536621094,KC,KT,(2.0039305686950684-0.0005563562153838575j),(1.2457795143127441+0.00898426678031683j),,
7,2.2961111068725586,107.80662536621094,KC,KU,(2.0039305686950684-0.0005563562153838575j),(1.1709264516830444-0.04307940602302551j),,
8,2.2961111068725586,107.80662536621094,KC,KY,(2.0039305686950684-0.0005563562153838575j),(0.7749552726745605+0.013412161730229855j),,
9,2.2961111068725586,107.80662536621094,KT,KU,(1.2457795143127441+0.00898426678031683j),(1.1709264516830444-0.04307940602302551j),,
10,2.2961111068725586,107.80662536621094,KT,KY,(1.2457795143127441+0.00898426678031683j),(0.7749552726745605+0.013412161730229855j),,
11,2.2961111068725586,107.80662536621094,KU,KY,(1.1709264516830444-0.04307940602302551j),(0.7749552726745605+0.013412161730229855j),,
12,2.298888921737671,107.80662536621094,KC,KT,(2.145577907562256+0.012816091999411583j),(1.2265584468841553-0.03073778934776783j),,
13,2.298888921737671,107.80662536621094,KC,KU,(2.145577907562256+0.012816091999411583j),(1.1265519857406616-0.027647757902741432j),,
14,2.298888921737671,107.80662536621094,KC,KY,(2.145577907562256+0.012816091999411583j),(0.7723988890647888+0.03943445906043053j),,
15,2.298888921737671,107.80662536621094,KT,KU,(1.2265584468841553-0.03073778934776783j),(1.1265519857406616-0.027647757902741432j),,
16,2.298888921737671,107.80662536621094,KT,KY,(1.2265584468841553-0.03073778934776783j),(0.7723988890647888+0.03943445906043053j),,
17,2.298888921737671,107.80662536621094,KU,KY,(1.1265519857406616-0.027647757902741432j),(0.7723988890647888+0.03943445906043053j),,
18,2.301666736602783,107.80662536621094,KC,KT,(2.1512176990509033-0.05656405910849571j),(1.3485932350158691-0.017362773418426514j),,
19,2.301666736602783,107.80662536621094,KC,KU,(2.1512176990509033-0.05656405910849571j),(1.0571839809417725-0.09830506145954132j),,
20,2.301666736602783,107.80662536621094,KC,KY,(2.1512176990509033-0.05656405910849571j),(0.6614324450492859+0.1631689965724945j),,
21,2.301666736602783,107.80662536621094,KT,KU,(1.3485932350158691-0.017362773418426514j),(1.0571839809417725-0.09830506145954132j),,
22,2.3044445514678955,107.80662536621094,KC,KT,(1.9510184526443481-0.09743750840425491j),(1.1836055517196655+0.0035251250956207514j),,
23,2.3044445514678955,107.80662536621094,KC,KU,(1.9510184526443481-0.09743750840425491j),(1.0979018211364746+0.044778138399124146j),,
24,2.3044445514678955,107.80662536621094,KT,KU,(1.1836055517196655+0.0035251250956207514j),(1.0979018211364746+0.044778138399124146j),,
25,2.3072221279144287,107.80662536621094,KC,KT,(1.9624732732772827-0.029127798974514008j),(1.266349196434021-0.032235193997621536j),,
26,2.3072221279144287,107.80662536621094,KC,KU,(1.9624732732772827-0.029127798974514008j),(1.0703593492507935-0.009305020794272423j),,
27,2.3072221279144287,107.80662536621094,KC,KY,(1.9624732732772827-0.029127798974514008j),(0.8344353437423706+0.009994094260036945j),,
28,2.3072221279144287,107.80662536621094,KT,KU,(1.266349196434021-0.032235193997621536j),(1.0703593492507935-0.009305020794272423j),,
29,2.3072221279144287,107.80662536621094,KT,KY,(1.266349196434021-0.032235193997621536j),(0.8344353437423706+0.009994094260036945j),,
30,2.3072221279144287,107.80662536621094,KU,KY,(1.0703593492507935-0.009305020794272423j),(0.8344353437423706+0.009994094260036945j),,
31,2.309999942779541,107.80662536621094,KC,KT,(1.983938455581665+0.013002554886043072j),(1.1434321403503418-0.005179249215871096j),,
32,2.309999942779541,107.80662536621094,KC,KU,(1.983938455581665+0.013002554886043072j),(1.1030787229537964-0.008266300894320011j),,
33,2.309999942779541,107.80662536621094,KC,KY,(1.983938455581665+0.013002554886043072j),(0.7784175276756287+0.009165608324110508j),,
34,2.309999942779541,107.80662536621094,KT,KU,(1.1434321403503418-0.005179249215871096j),(1.1030787229537964-0.008266300894320011j),,
35,2.309999942779541,107.80662536621094,KT,KY,(1.1434321403503418-0.005179249215871096j),(0.7784175276756287+0.009165608324110508j),,
36,2.309999942779541,107.80662536621094,KU,KY,(1.1030787229537964-0.008266300894320011j),(0.7784175276756287+0.009165608324110508j),,
37,2.3127777576446533,107.80662536621094,KC,KT,(2.06400990486145+0.04606020450592041j),(1.1499929428100586-0.021851710975170135j),,
38,2.3127777576446533,107.80662536621094,KC,KU,(2.06400990486145+0.04606020450592041j),(1.0870046615600586+0.008443943224847317j),,
39,2.3127777576446533,107.80662536621094,KC,KY,(2.06400990486145+0.04606020450592041j),(0.794127881526947-0.012183255515992641j),,
40,2.3127777576446533,107.80662536621094,KT,KU,(1.1499929428100586-0.021851710975170135j),(1.0870046615600586+0.008443943224847317j),,
41,2.3127777576446533,107.80662536621094,KT,KY,(1.1499929428100586-0.021851710975170135j),(0.794127881526947-0.012183255515992641j),,
42,2.3127777576446533,107.80662536621094,KU,KY,(1.0870046615600586+0.008443943224847317j),(0.794127881526947-0.012183255515992641j),,
