,time,frequency,ant1,ant2,gain_pol1_ant1,gain_pol1_ant2,gain_pol2_ant1,gain_pol2_ant2
0,1.3855562210083008,43.255374908447266,KC,KT,(1.0065537691116333-0.00621887668967247j),(1.0135648250579834-0.0011145221069455147j),,
1,1.3855562210083008,43.255374908447266,KC,KU,(1.0065537691116333-0.00621887668967247j),(1.0096299648284912-0.003619459690526128j),,
2,1.3855562210083008,43.255374908447266,KC,KY,(1.0065537691116333-0.00621887668967247j),(1.0063191652297974-0.004105150233954191j),,
3,1.3855562210083008,43.255374908447266,KT,KU,(1.0135648250579834-0.0011145221069455147j),(1.0096299648284912-0.003619459690526128j),,
4,1.3855562210083008,43.255374908447266,KT,KY,(1.0135648250579834-0.0011145221069455147j),(1.0063191652297974-0.004105150233954191j),,
5,1.3855562210083008,43.255374908447266,KU,KY,(1.0096299648284912-0.003619459690526128j),(1.0063191652297974-0.004105150233954191j),,
6,1.3883328437805176,43.255374908447266,KC,KT,(1.0068564414978027-0.006535091437399387j),(1.0129812955856323-0.0012191811110824347j),,
7,1.3883328437805176,43.255374908447266,KC,KU,(1.0068564414978027-0.006535091437399387j),(1.009065866470337-0.003292697947472334j),,
8,1.3883328437805176,43.255374908447266,KC,KY,(1.0068564414978027-0.006535091437399387j),(1.0066934823989868-0.003987138159573078j),,
9,1.3883328437805176,43.255374908447266,KT,KU,(1.0129812955856323-0.0012191811110824347j),(1.009065866470337-0.003292697947472334j),,
10,1.3883328437805176,43.255374908447266,KT,KY,(1.0129812955856323-0.0012191811110824347j),(1.0066934823989868-0.003987138159573078j),,
11,1.3883328437805176,43.255374908447266,KU,KY,(1.009065866470337-0.003292697947472334j),(1.0066934823989868-0.003987138159573078j),,
12,1.391110897064209,43.255374908447266,KC,KT,(1.0066415071487427-0.00633644126355648j),(1.0135084390640259-0.000844677328132093j),,
13,1.391110897064209,43.255374908447266,KC,KU,(1.0066415071487427-0.00633644126355648j),(1.009706974029541-0.003645339049398899j),,
14,1.391110897064209,43.255374908447266,KC,KY,(1.0066415071487427-0.00633644126355648j),(1.0062129497528076-0.0041282218880951405j),,
15,1.391110897064209,43.255374908447266,KT,KU,(1.0135084390640259-0.000844677328132093j),(1.009706974029541-0.003645339049398899j),,
16,1.391110897064209,43.255374908447266,KT,KY,(1.0135084390640259-0.000844677328132093j),(1.0062129497528076-0.0041282218880951405j),,
17,1.391110897064209,43.255374908447266,KU,KY,(1.009706974029541-0.003645339049398899j),(1.0062129497528076-0.0041282218880951405j),,
18,1.3938889503479004,43.255374908447266,KC,KT,(1.0066018104553223-0.006342239212244749j),(1.0135339498519897-0.0010459729237481952j),,
19,1.3938889503479004,43.255374908447266,KC,KU,(1.0066018104553223-0.006342239212244749j),(1.0095561742782593-0.0035559411626309156j),,
20,1.3938889503479004,43.255374908447266,KC,KY,(1.0066018104553223-0.006342239212244749j),(1.006397008895874-0.0040466333739459515j),,
21,1.3938889503479004,43.255374908447266,KT,KU,(1.0135339498519897-0.0010459729237481952j),(1.0095561742782593-0.0035559411626309156j),,
22,1.3938889503479004,43.255374908447266,KT,KY,(1.0135339498519897-0.0010459729237481952j),(1.006397008895874-0.0040466333739459515j),,
23,1.3938889503479004,43.255374908447266,KU,KY,(1.0095561742782593-0.0035559411626309156j),(1.006397008895874-0.0040466333739459515j),,
24,1.3966670036315918,43.255374908447266,KC,KT,(1.0066008567810059-0.006430011708289385j),(1.0135068893432617-0.0009813436772674322j),,
25,1.3966670036315918,43.255374908447266,KC,KU,(1.0066008567810059-0.006430011708289385j),(1.0096256732940674-0.0036560604348778725j),,
26,1.3966670036315918,43.255374908447266,KC,KY,(1.0066008567810059-0.006430011708289385j),(1.0063056945800781-0.004161105025559664j),,
27,1.3966670036315918,43.255374908447266,KT,KU,(1.0135068893432617-0.0009813436772674322j),(1.0096256732940674-0.0036560604348778725j),,
28,1.3966670036315918,43.255374908447266,KT,KY,(1.0135068893432617-0.0009813436772674322j),(1.0063056945800781-0.004161105025559664j),,
29,1.3966670036315918,43.255374908447266,KU,KY,(1.0096256732940674-0.0036560604348778725j),(1.0063056945800781-0.004161105025559664j),,
30,1.3994450569152832,43.255374908447266,KC,KT,(1.0066730976104736-0.006558737251907587j),(1.0134841203689575-0.0008636137936264277j),,
31,1.3994450569152832,43.255374908447266,KC,KU,(1.0066730976104736-0.006558737251907587j),(1.0096067190170288-0.003660911926999688j),,
