,time,frequency,ant1,ant2,gain_pol1_ant1,gain_pol1_ant2,gain_pol2_ant1,gain_pol2_ant2
0,2.293333053588867,107.80662536621094,KC,KT,(1.044829249382019+0.004848448559641838j),(1.031965732574463+0.00763649633154273j),,
1,2.293333053588867,107.80662536621094,KC,KU,(1.044829249382019+0.004848448559641838j),(1.0198370218276978-0.009290216490626335j),,
2,2.293333053588867,107.80662536621094,KC,KY,(1.044829249382019+0.004848448559641838j),(1.043741226196289+0.002221348462626338j),,
3,2.293333053588867,107.80662536621094,KT,KU,(1.031965732574463+0.00763649633154273j),(1.0198370218276978-0.009290216490626335j),,
4,2.293333053588867,107.80662536621094,KT,KY,(1.031965732574463+0.00763649633154273j),(1.043741226196289+0.002221348462626338j),,
5,2.293333053588867,107.80662536621094,KU,KY,(1.0198370218276978-0.009290216490626335j),(1.043741226196289+0.002221348462626338j),,
6,2.2961111068725586,107.80662536621094,KC,KT,(1.0451993942260742+0.004822679329663515j),(1.031982183456421+0.0077423518523573875j),,
7,2.2961111068725586,107.80662536621094,KC,KU,(1.0451993942260742+0.004822679329663515j),(1.0202476978302002-0.007830070331692696j),,
8,2.2961111068725586,107.80662536621094,KC,KY,(1.0451993942260742+0.004822679329663515j),(1.0434060096740723+0.001607427722774446j),,
9,2.2961111068725586,107.80662536621094,KT,KU,(1.031982183456421+0.0077423518523573875j),(1.0202476978302002-0.007830070331692696j),,
10,2.2961111068725586,107.80662536621094,KT,KY,(1.031982183456421+0.0077423518523573875j),(1.0434060096740723+0.001607427722774446j),,
11,2.2961111068725586,107.80662536621094,KU,KY,(1.0202476978302002-0.007830070331692696j),(1.0434060096740723+0.001607427722774446j),,
12,2.29888916015625,107.80662536621094,KC,KT,(1.0447144508361816+0.005637553054839373j),(1.0323729515075684+0.007833383977413177j),,
13,2.29888916015625,107.80662536621094,KC,KU,(1.0447144508361816+0.005637553054839373j),(1.0205730199813843-0.006840541493147612j),,
14,2.29888916015625,107.80662536621094,KC,KY,(1.0447144508361816+0.005637553054839373j),(1.0434502363204956+0.001200416125357151j),,
15,2.29888916015625,107.80662536621094,KT,KU,(1.0323729515075684+0.007833383977413177j),(1.0205730199813843-0.006840541493147612j),,
16,2.29888916015625,107.80662536621094,KT,KY,(1.0323729515075684+0.007833383977413177j),(1.0434502363204956+0.001200416125357151j),,
17,2.29888916015625,107.80662536621094,KU,KY,(1.0205730199813843-0.006840541493147612j),(1.0434502363204956+0.001200416125357151j),,
18,2.3016672134399414,107.80662536621094,KC,KT,(1.039610505104065+0.005893949419260025j),(1.035767674446106-8.157065894920379e-05j),,
19,2.3016672134399414,107.80662536621094,KC,KU,(1.039610505104065+0.005893949419260025j),(1.0200984477996826-0.004230374004691839j),,
20,2.3016672134399414,107.80662536621094,KC,KY,(1.039610505104065+0.005893949419260025j),(1.0519405603408813+0.0022964561358094215j),,
21,2.3016672134399414,107.80662536621094,KT,KU,(1.035767674446106-8.157065894920379e-05j),(1.0200984477996826-0.004230374004691839j),,
22,2.304445266723633,107.80662536621094,KC,KT,(1.035646915435791+0.005769707262516022j),(1.0065257549285889+0.0014917859807610512j),,
23,2.304445266723633,107.80662536621094,KC,KU,(1.035646915435791+0.005769707262516022j),(1.0357122421264648-0.0029697262216359377j),,
24,2.304445266723633,107.80662536621094,KT,KU,(1.0065257549285889+0.0014917859807610512j),(1.0357122421264648-0.0029697262216359377j),,
25,2.3072218894958496,107.80662536621094,KC,KT,(1.0423952341079712+0.0023756786249578j),(1.0336624383926392+0.003912857733666897j),,
26,2.3072218894958496,107.80662536621094,KC,KU,(1.0423952341079712+0.0023756786249578j),(1.0205308198928833-0.005189050454646349j),,
27,2.3072218894958496,107.80662536621094,KC,KY,(1.0423952341079712+0.0023756786249578j),(1.0437054634094238+0.0008193610119633377j),,
