,time,frequency,ant1,ant2,gain_pol1_ant1,gain_pol1_ant2,gain_pol2_ant1,gain_pol2_ant2
0,1.3852777481079102,86.30662536621094,KC,KT,(1.1088505983352661-0.004891323857009411j),(0.9391462206840515+0.004169426392763853j),,
1,1.3852777481079102,86.30662536621094,KC,KU,(1.1088505983352661-0.004891323857009411j),(0.985372006893158-0.0031608690042048693j),,
2,1.3852777481079102,86.30662536621094,KC,KY,(1.1088505983352661-0.004891323857009411j),(0.8476500511169434+0.018873872235417366j),,
3,1.3852777481079102,86.30662536621094,KT,KU,(0.9391462206840515+0.004169426392763853j),(0.985372006893158-0.0031608690042048693j),,
4,1.3852777481079102,86.30662536621094,KT,KY,(0.9391462206840515+0.004169426392763853j),(0.8476500511169434+0.018873872235417366j),,
5,1.3852777481079102,86.30662536621094,KU,KY,(0.985372006893158-0.0031608690042048693j),(0.8476500511169434+0.018873872235417366j),,
6,1.3880555629730225,86.30662536621094,KC,KT,(1.1344220638275146-0.008968593552708626j),(0.9856908321380615+0.009119614958763123j),,
7,1.3880555629730225,86.30662536621094,KC,KU,(1.1344220638275146-0.008968593552708626j),(0.9726212024688721+0.008044034242630005j),,
8,1.3880555629730225,86.30662536621094,KC,KY,(1.1344220638275146-0.008968593552708626j),(0.852444589138031+0.015643181279301643j),,
9,1.3880555629730225,86.30662536621094,KT,KU,(0.9856908321380615+0.009119614958763123j),(0.9726212024688721+0.008044034242630005j),,
10,1.3880555629730225,86.30662536621094,KT,KY,(0.9856908321380615+0.009119614958763123j),(0.852444589138031+0.015643181279301643j),,
11,1.3880555629730225,86.30662536621094,KU,KY,(0.9726212024688721+0.008044034242630005j),(0.852444589138031+0.015643181279301643j),,
12,1.3908333778381348,86.30662536621094,KC,KT,(1.125282883644104+0.0021202692296355963j),(0.9329078197479248+0.021014539524912834j),,
13,1.3908333778381348,86.30662536621094,KC,KU,(1.125282883644104+0.0021202692296355963j),(0.9869946241378784-0.008953803218901157j),,
14,1.3908333778381348,86.30662536621094,KC,KY,(1.125282883644104+0.0021202692296355963j),(0.8351207971572876+0.007981953211128712j),,
15,1.3908333778381348,86.30662536621094,KT,KU,(0.9329078197479248+0.021014539524912834j),(0.9869946241378784-0.008953803218901157j),,
16,1.3908333778381348,86.30662536621094,KT,KY,(0.9329078197479248+0.021014539524912834j),(0.8351207971572876+0.007981953211128712j),,
17,1.3908333778381348,86.30662536621094,KU,KY,(0.9869946241378784-0.008953803218901157j),(0.8351207971572876+0.007981953211128712j),,
18,1.3936110734939575,86.30662536621094,KC,KT,(1.0942862033843994-0.044692568480968475j),(0.9327560067176819+0.010188122279942036j),,
19,1.3936110734939575,86.30662536621094,KC,KU,(1.0942862033843994-0.044692568480968475j),(0.9923945665359497+0.0032334181014448404j),,
20,1.3936110734939575,86.30662536621094,KC,KY,(1.0942862033843994-0.044692568480968475j),(0.8399770259857178+0.04332318156957626j),,
21,1.3936110734939575,86.30662536621094,KT,KU,(0.9327560067176819+0.010188122279942036j),(0.9923945665359497+0.0032334181014448404j),,
22,1.3936110734939575,86.30662536621094,KT,KY,(0.9327560067176819+0.010188122279942036j),(0.8399770259857178+0.04332318156957626j),,
23,1.3936110734939575,86.30662536621094,KU,KY,(0.9923945665359497+0.0032334181014448404j),(0.8399770259857178+0.04332318156957626j),,
24,1.3963888883590698,86.30662536621094,KC,KT,(1.0945578813552856-0.002916250843554735j),(1.0094391107559204+0.013268840499222279j),,
25,1.3963888883590698,86.30662536621094,KC,KU,(1.0945578813552856-0.002916250843554735j),(0.9726584553718567-0.02451956644654274j),,
26,1.3963888883590698,86.30662536621094,KC,KY,(1.0945578813552856-0.002916250843554735j),(0.845371425151825+0.01701115071773529j),,
27,1.3963888883590698,86.30662536621094,KT,KU,(1.0094391107559204+0.013268840499222279j),(0.9726584553718567-0.02451956644654274j),,
28,1.3963888883590698,86.30662536621094,KT,KY,(1.0094391107559204+0.013268840499222279j),(0.845371425151825+0.01701115071773529j),,
29,1.3963888883590698,86.30662536621094,KU,KY,(0.9726584553718567-0.02451956644654274j),(0.845371425151825+0.01701115071773529j),,
30,1.3991667032241821,86.30662536621094,KC,KT,(1.099752426147461+0.03600358963012695j),(0.9837347269058228-0.03933718055486679j),,
31,1.3991667032241821,86.30662536621094,KC,KU,(1.099752426147461+0.03600358963012695j),(0.9748793244361877-0.035492680966854095j),,
32,1.3991667032241821,86.30662536621094,KC,KY,(1.099752426147461+0.03600358963012695j),(0.8477102518081665-0.012337465770542622j),,
33,1.3991667032241821,86.30662536621094,KT,KU,(0.9837347269058228-0.03933718055486679j),(0.9748793244361877-0.035492680966854095j),,
34,1.3991667032241821,86.30662536621094,KT,KY,(0.9837347269058228-0.03933718055486679j),(0.8477102518081665-0.012337465770542622j),,
35,1.3991667032241821,86.30662536621094,KU,KY,(0.9748793244361877-0.035492680966854095j),(0.8477102518081665-0.012337465770542622j),,
36,1.4019443988800049,86.30662536621094,KC,KT,(1.1188935041427612-0.03680356964468956j),(0.9552732110023499+0.04632715880870819j),,
37,1.4019443988800049,86.30662536621094,KC,KU,(1.1188935041427612-0.03680356964468956j),(0.9640364050865173+0.03129149228334427j),,
38,1.4019443988800049,86.30662536621094,KC,KY,(1.1188935041427612-0.03680356964468956j),(0.857385516166687+0.02351078763604164j),,
39,1.4019443988800049,86.30662536621094,KT,KU,(0.9552732110023499+0.04632715880870819j),(0.9640364050865173+0.03129149228334427j),,
40,1.4019443988800049,86.30662536621094,KT,KY,(0.9552732110023499+0.04632715880870819j),(0.857385516166687+0.02351078763604164j),,
41,1.4019443988800049,86.30662536621094,KU,KY,(0.9640364050865173+0.03129149228334427j),(0.857385516166687+0.02351078763604164j),,
42,1.4047222137451172,86.30662536621094,KC,KT,(1.1020163297653198+0.048573315143585205j),(0.9842996597290039-0.004434147849678993j),,
43,1.4047222137451172,86.30662536621094,KC,KU,(1.1020163297653198+0.048573315143585205j),(0.9987990856170654-0.012867315672338009j),,
44,1.4047222137451172,86.30662536621094,KC,KY,(1.1020163297653198+0.048573315143585205j),(0.836192786693573+0.007079551927745342j),,
45,1.4047222137451172,86.30662536621094,KT,KU,(0.9842996597290039-0.004434147849678993j),(0.9987990856170654-0.012867315672338009j),,
46,1.4047222137451172,86.30662536621094,KT,KY,(0.9842996597290039-0.004434147849678993j),(0.836192786693573+0.007079551927745342j),,
47,1.4047222137451172,86.30662536621094,KU,KY,(0.9987990856170654-0.012867315672338009j),(0.836192786693573+0.007079551927745342j),,
48,1.4075000286102295,86.30662536621094,KC,KT,(1.1137276887893677+0.038790512830019j),(1.011293649673462-0.001961158588528633j),,
49,1.4075000286102295,86.30662536621094,KC,KU,(1.1137276887893677+0.038790512830019j),(1.0014914274215698-0.031789813190698624j),,
50,1.4075000286102295,86.30662536621094,KC,KY,(1.1137276887893677+0.038790512830019j),(0.8565836548805237-0.00119223992805928j),,
51,1.4075000286102295,86.30662536621094,KT,KU,(1.011293649673462-0.001961158588528633j),(1.0014914274215698-0.031789813190698624j),,
52,1.4075000286102295,86.30662536621094,KT,KY,(1.011293649673462-0.001961158588528633j),(0.8565836548805237-0.00119223992805928j),,
53,1.4075000286102295,86.30662536621094,KU,KY,(1.0014914274215698-0.031789813190698624j),(0.8565836548805237-0.00119223992805928j),,
54,1.4102777242660522,86.30662536621094,KC,KT,(1.1109826564788818-0.028766844421625137j),(0.9517922401428223+0.033714622259140015j),,
55,1.4102777242660522,86.30662536621094,KC,KU,(1.1109826564788818-0.028766844421625137j),(0.9895461797714233-0.016752753406763077j),,
56,1.4102777242660522,86.30662536621094,KC,KY,(1.1109826564788818-0.028766844421625137j),(0.8438445329666138-0.002495568012818694j),,
57,1.4102777242660522,86.30662536621094,KT,KU,(0.9517922401428223+0.033714622259140015j),(0.9895461797714233-0.016752753406763077j),,
58,1.4102777242660522,86.30662536621094,KT,KY,(0.9517922401428223+0.033714622259140015j),(0.8438445329666138-0.002495568012818694j),,
59,1.4102777242660522,86.30662536621094,KU,KY,(0.9895461797714233-0.016752753406763077j),(0.8438445329666138-0.002495568012818694j),,
60,1.4130555391311646,86.30662536621094,KC,KT,(1.0907505750656128+0.04405767843127251j),(0.9515504240989685-0.0057212235406041145j),,
61,1.4130555391311646,86.30662536621094,KC,KU,(1.0907505750656128+0.04405767843127251j),(0.9851717352867126-0.030979234725236893j),,
62,1.4130555391311646,86.30662536621094,KC,KY,(1.0907505750656128+0.04405767843127251j),(0.8629127740859985-0.019479991868138313j),,
63,1.4130555391311646,86.30662536621094,KT,KU,(0.9515504240989685-0.0057212235406041145j),(0.9851717352867126-0.030979234725236893j),,
64,1.4130555391311646,86.30662536621094,KT,KY,(0.9515504240989685-0.0057212235406041145j),(0.8629127740859985-0.019479991868138313j),,
65,1.4130555391311646,86.30662536621094,KU,KY,(0.9851717352867126-0.030979234725236893j),(0.8629127740859985-0.019479991868138313j),,
66,1.4158333539962769,86.30662536621094,KC,KT,(1.0788270235061646-0.03482301905751228j),(0.972592294216156+0.05996134132146835j),,
67,1.4158333539962769,86.30662536621094,KC,KU,(1.0788270235061646-0.03482301905751228j),(0.9977568984031677+0.04398570954799652j),,
68,1.4158333539962769,86.30662536621094,KC,KY,(1.0788270235061646-0.03482301905751228j),(0.8577929735183716+0.035921093076467514j),,
69,1.4158333539962769,86.30662536621094,KT,KU,(0.972592294216156+0.05996134132146835j),(0.9977568984031677+0.04398570954799652j),,
70,1.4158333539962769,86.30662536621094,KT,KY,(0.972592294216156+0.05996134132146835j),(0.8577929735183716+0.035921093076467514j),,
71,1.4158333539962769,86.30662536621094,KU,KY,(0.9977568984031677+0.04398570954799652j),(0.8577929735183716+0.035921093076467514j),,
72,1.4727777242660522,86.30662536621094,KC,KT,(1.1315699815750122+0.06267353147268295j),(1.0417944192886353-0.013535507023334503j),,
73,1.4727777242660522,86.30662536621094,KC,KU,(1.1315699815750122+0.06267353147268295j),(0.9892850518226624-0.001631417777389288j),,
74,1.4727777242660522,86.30662536621094,KC,KY,(1.1315699815750122+0.06267353147268295j),(0.8738193511962891+0.003335016779601574j),,
75,1.4727777242660522,86.30662536621094,KT,KU,(1.0417944192886353-0.013535507023334503j),(0.9892850518226624-0.001631417777389288j),,
76,1.4727777242660522,86.30662536621094,KT,KY,(1.0417944192886353-0.013535507023334503j),(0.8738193511962891+0.003335016779601574j),,
